sequential_id,name,status
250000022073,Alessandro Guedes,0
250000005003,Daniel Annenberg,0
250000010992,Eliseu Gabriel,0
250000011624,Gilberto Natalini,0
250000004986,Patricia Bezerra,0
250000010842,Soninha,0
