title,gross,net,url
Detalhes da remuneração GCM 86 referente a 2/2020,"R$ 4.035,10","R$ 3.979,01",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_86_detalhes.html
Detalhes da remuneração GCM 85 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_85_detalhes.html
Detalhes da remuneração GCM 84 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_84_detalhes.html
Detalhes da remuneração GCM 83 referente a 2/2020,"R$ 7.149,01","R$ 6.052,39",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_83_detalhes.html
Detalhes da remuneração GCM 82 referente a 2/2020,"R$ 7.149,01","R$ 6.104,53",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_82_detalhes.html
Detalhes da remuneração GCM 81 referente a 2/2020,"R$ 7.149,01","R$ 6.052,39",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_81_detalhes.html
Detalhes da remuneração GCM 80 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_80_detalhes.html
Detalhes da remuneração GCM 79 referente a 2/2020,"R$ 4.035,10","R$ 3.978,30",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_79_detalhes.html
Detalhes da remuneração GCM 78 referente a 2/2020,"R$ 4.035,10","R$ 3.966,06",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_78_detalhes.html
Detalhes da remuneração GCM 77 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_77_detalhes.html
Detalhes da remuneração GCM 76 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_76_detalhes.html
Detalhes da remuneração GCM 75 referente a 2/2020,"R$ 7.149,01","R$ 6.052,39",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_75_detalhes.html
Detalhes da remuneração GCM 74 referente a 2/2020,"R$ 2.927,69","R$ 2.843,34",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_74_detalhes.html
Detalhes da remuneração GCM 73 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_73_detalhes.html
Detalhes da remuneração GCM 72 referente a 2/2020,"R$ 2.927,69","R$ 2.865,13",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_72_detalhes.html
Detalhes da remuneração GCM 71 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_71_detalhes.html
Detalhes da remuneração GCM 70 referente a 2/2020,"R$ 4.035,10","R$ 4.031,93",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_70_detalhes.html
Detalhes da remuneração de 11136 referente a 2/2020,"R$ 29.578,64","R$ 19.311,65",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/11136_detalhes.html
Detalhes da remuneração GCM 69 referente a 2/2020,"R$ 2.927,69","R$ 2.843,34",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_69_detalhes.html
Detalhes da remuneração GCM 68 referente a 2/2020,"R$ 4.035,10","R$ 3.898,39",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_68_detalhes.html
Detalhes da remuneração GCM 67 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_67_detalhes.html
Detalhes da remuneração GCM 66 referente a 2/2020,"R$ 2.927,69","R$ 2.865,13",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_66_detalhes.html
Detalhes da remuneração GCM 65 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_65_detalhes.html
Detalhes da remuneração GCM 64 referente a 2/2020,"R$ 4.035,10","R$ 3.898,39",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_64_detalhes.html
Detalhes da remuneração GCM 63 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_63_detalhes.html
Detalhes da remuneração GCM 62 referente a 2/2020,"R$ 2.927,69","R$ 2.865,13",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_62_detalhes.html
Detalhes da remuneração GCM 60 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_60_detalhes.html
Detalhes da remuneração GCM 61 referente a 2/2020,"R$ 2.927,69","R$ 2.893,57",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_61_detalhes.html
Detalhes da remuneração GCM 59 referente a 2/2020,"R$ 4.035,10","R$ 4.017,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_59_detalhes.html
Detalhes da remuneração GCM 58 referente a 2/2020,"R$ 2.927,69","R$ 2.893,57",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_58_detalhes.html
Detalhes da remuneração GCM 57 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_57_detalhes.html
Detalhes da remuneração GCM 56 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_56_detalhes.html
Detalhes da remuneração GCM 55 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_55_detalhes.html
Detalhes da remuneração GCM 54 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_54_detalhes.html
Detalhes da remuneração GCM 53 referente a 2/2020,"R$ 4.035,10","R$ 3.931,00",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_53_detalhes.html
Detalhes da remuneração GCM 52 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_52_detalhes.html
Detalhes da remuneração GCM 51 referente a 2/2020,"R$ 7.149,01","R$ 6.156,67",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_51_detalhes.html
Detalhes da remuneração GCM 50 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_50_detalhes.html
Detalhes da remuneração GCM 49 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_49_detalhes.html
Detalhes da remuneração GCM 48 referente a 2/2020,"R$ 4.035,10","R$ 3.869,95",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_48_detalhes.html
Detalhes da remuneração GCM 46 referente a 2/2020,"R$ 4.035,10","R$ 3.981,34",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_46_detalhes.html
Detalhes da remuneração GCM 47 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_47_detalhes.html
Detalhes da remuneração GCM 44 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_44_detalhes.html
Detalhes da remuneração GCM 45 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_45_detalhes.html
Detalhes da remuneração GCM 43 referente a 2/2020,"R$ 7.149,01","R$ 6.156,67",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_43_detalhes.html
Detalhes da remuneração GCM 42 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_42_detalhes.html
Detalhes da remuneração GCM 41 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_41_detalhes.html
Detalhes da remuneração GCM 40 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_40_detalhes.html
Detalhes da remuneração GCM 38 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_38_detalhes.html
Detalhes da remuneração GCM 39 referente a 2/2020,"R$ 4.035,10","R$ 3.898,39",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_39_detalhes.html
Detalhes da remuneração GCM 37 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_37_detalhes.html
Detalhes da remuneração GCM 36 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_36_detalhes.html
Detalhes da remuneração GCM 35 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_35_detalhes.html
Detalhes da remuneração GCM 34 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_34_detalhes.html
Detalhes da remuneração GCM 33 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_33_detalhes.html
Detalhes da remuneração GCM 32 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_32_detalhes.html
Detalhes da remuneração GCM 30 referente a 2/2020,"R$ 4.035,10","R$ 3.869,95",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_30_detalhes.html
Detalhes da remuneração GCM 31 referente a 2/2020,"R$ 7.149,01","R$ 6.260,94",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_31_detalhes.html
Detalhes da remuneração GCM 28 referente a 2/2020,"R$ 4.035,10","R$ 3.869,95",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_28_detalhes.html
Detalhes da remuneração GCM 29 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_29_detalhes.html
Detalhes da remuneração GCM 27 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_27_detalhes.html
Detalhes da remuneração GCM 25 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_25_detalhes.html
Detalhes da remuneração GCM 26 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_26_detalhes.html
Detalhes da remuneração GCM 24 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_24_detalhes.html
Detalhes da remuneração GCM 23 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_23_detalhes.html
Detalhes da remuneração GCM 22 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_22_detalhes.html
Detalhes da remuneração GCM 21 referente a 2/2020,"R$ 2.927,69","R$ 2.843,34",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_21_detalhes.html
Detalhes da remuneração GCM 20 referente a 2/2020,"R$ 2.927,69","R$ 2.843,34",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_20_detalhes.html
Detalhes da remuneração GCM 19 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_19_detalhes.html
Detalhes da remuneração GCM 18 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_18_detalhes.html
Detalhes da remuneração GCM 17 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_17_detalhes.html
Detalhes da remuneração GCM 16 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_16_detalhes.html
Detalhes da remuneração GCM 15 referente a 2/2020,"R$ 2.927,69","R$ 2.893,57",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_15_detalhes.html
Detalhes da remuneração GCM 14 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_14_detalhes.html
Detalhes da remuneração de 11424 referente a 2/2020,"R$ 27.141,94","R$ 17.948,77",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/11424_detalhes.html
Detalhes da remuneração GCM 13 referente a 2/2020,"R$ 4.035,10","R$ 3.869,95",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_13_detalhes.html
Detalhes da remuneração GCM 12 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_12_detalhes.html
Detalhes da remuneração GCM 11 referente a 2/2020,"R$ 2.927,69","R$ 2.879,35",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_11_detalhes.html
Detalhes da remuneração GCM 10 referente a 2/2020,"R$ 4.035,10","R$ 3.869,95",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_10_detalhes.html
Detalhes da remuneração GCM 09 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_09_detalhes.html
Detalhes da remuneração GCM 08 referente a 2/2020,"R$ 4.035,10","R$ 3.805,99",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_08_detalhes.html
Detalhes da remuneração GCM 06 referente a 2/2020,"R$ 4.035,10","R$ 3.763,33",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_06_detalhes.html
Detalhes da remuneração GCM 07 referente a 2/2020,"R$ 4.035,10","R$ 3.841,51",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_07_detalhes.html
Detalhes da remuneração GCM 05 referente a 2/2020,"R$ 2.927,69","R$ 2.843,34",http://www.saopaulo.sp.leg.br/wp-content/uploads/transparencia/salariosabertos/HTML_ativos_2020_02/gcm_05_detalhes.html
